Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_97.5_percent(y BP),lower_97.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
CH75-04,,0.0,2340,5550,100,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.06,3380,6390,1120,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.13,4410,7320,1950,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.19,5310,8110,2860,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.25,6220,8810,3820,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.31,7210,9640,4930,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.37,8130,10350,6020,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.43,9110,11220,7020,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.48,9970,11960,8100,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.53,10810,12820,9030,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.57,11550,13540,9770,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.61,12310,14330,10720,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.64,12740,14770,11120,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.69,13470,15630,11770,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.76,14530,16860,12600,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.82,15710,18130,13620,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.89,16840,19300,14690,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,0.96,17930,20580,15870,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.02,18700,21590,16640,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.09,19410,22560,17360,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.13,19930,23220,17870,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.18,20460,23760,18360,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.23,21130,24630,19000,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.29,21820,25460,19570,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.33,22370,26070,20040,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.38,22910,26630,20500,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.43,23540,27330,21040,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
CH75-04,,1.48,24160,28080,21550,,,4,Age model from Repschlaeger et al. (2021),"BACON.IntCal13 automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
