Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
V26-176_b,,,,0.0,0.0,,,,,,0.0,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,0.1,0.1,,,,,,0.1,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,0.2,0.2,,,,,,0.2,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,0.3,0.3,,,,,,0.3,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,0.39,0.39,,,,,,0.39,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,0.5,0.5,,,,,,0.5,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,0.6,0.6,,,,,,0.6,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,0.77,0.77,,,,,,0.77,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.0,1.0,,,,,,1.0,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.1,1.1,,,,,,1.1,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.29,1.29,,,,,,1.29,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.4,1.4,,,,,,1.4,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.4,1.4,,,,,,1.4,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.4,1.4,,,,,,1.4,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.45,1.45,,,,,,1.45,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.5,1.5,,,,,,1.5,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.6,1.6,,,,,,1.6,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.69,1.69,,,,,,1.69,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,1.8,1.8,,,,,,1.8,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,2.01,2.01,,,,,,2.01,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,2.11,2.11,,,,,,2.11,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,2.2,2.2,,,,,,2.2,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,2.3,2.3,,,,,,2.3,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,2.39,2.39,,,,,,2.39,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,2.62,2.62,,,,,,2.62,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,3.2,3.2,,,,,,3.2,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,3.47,3.47,,,,,,3.47,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,3.71,3.71,,,,,,3.71,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,3.81,3.81,,,,,,3.81,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,3.92,3.92,,,,,,3.92,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,4.28,4.28,,,,,,4.28,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,4.69,4.69,,,,,,4.69,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,4.79,4.79,,,,,,4.79,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,4.98,4.98,,,,,,4.98,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,5.08,5.08,,,,,,5.08,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,5.18,5.18,,,,,,5.18,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,5.32,5.32,,,,,,5.32,depth model from Repschlaeger et al. 2021,
V26-176_b,,,,5.43,5.43,,,,,,5.43,depth model from Repschlaeger et al. 2021,
