Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
WIND-28K,,,,0,0,,,,,,0,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.04,0.04,,,,,,0.04,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.08,0.08,,,,,,0.08,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.12,0.12,,,,,,0.12,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.16,0.16,,,,,,0.16,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.2,0.2,,,,,,0.2,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.24,0.24,,,,,,0.24,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.28,0.28,,,,,,0.28,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.32,0.32,,,,,,0.32,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.36,0.36,,,,,,0.36,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.4,0.4,,,,,,0.4,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.44,0.44,,,,,,0.44,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.48,0.48,,,,,,0.48,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.5,0.5,,,,,,0.5,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.52,0.52,,,,,,0.52,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.56,0.56,,,,,,0.56,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.58,0.58,,,,,,0.58,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.62,0.62,,,,,,0.62,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.64,0.64,,,,,,0.64,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.66,0.66,,,,,,0.66,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.7,0.7,,,,,,0.7,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.72,0.72,,,,,,0.72,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.76,0.76,,,,,,0.76,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.8,0.8,,,,,,0.8,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.84,0.84,,,,,,0.84,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.88,0.88,,,,,,0.88,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.92,0.92,,,,,,0.92,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.96,0.96,,,,,,0.96,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,0.98,0.98,,,,,,0.98,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1,1,,,,,,1,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.04,1.04,,,,,,1.04,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.08,1.08,,,,,,1.08,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.12,1.12,,,,,,1.12,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.16,1.16,,,,,,1.16,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.2,1.2,,,,,,1.2,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.24,1.24,,,,,,1.24,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.28,1.28,,,,,,1.28,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.32,1.32,,,,,,1.32,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.36,1.36,,,,,,1.36,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.4,1.4,,,,,,1.4,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.44,1.44,,,,,,1.44,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.52,1.52,,,,,,1.52,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.56,1.56,,,,,,1.56,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.6,1.6,,,,,,1.6,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.64,1.64,,,,,,1.64,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.68,1.68,,,,,,1.68,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.72,1.72,,,,,,1.72,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.76,1.76,,,,,,1.76,depth model from Jonkers et al. 2020 compilation,
WIND-28K,,,,1.8,1.8,,,,,,1.8,depth model from Jonkers et al. 2020 compilation,
