Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
KNR166-2-31JPC,,,,0.023,0.023,,,,,,0.023,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.023,0.023,,,,,,0.023,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.023,0.023,,,,,,0.023,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.063,0.063,,,,,,0.063,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.103,0.103,,,,,,0.103,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.103,0.103,,,,,,0.103,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.103,0.103,,,,,,0.103,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.143,0.143,,,,,,0.143,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.143,0.143,,,,,,0.143,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.143,0.143,,,,,,0.143,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.223,0.223,,,,,,0.223,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.383,0.383,,,,,,0.383,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.463,0.463,,,,,,0.463,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.903,0.903,,,,,,0.903,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,0.943,0.943,,,,,,0.943,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.323,1.323,,,,,,1.323,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.343,1.343,,,,,,1.343,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.343,1.343,,,,,,1.343,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.343,1.343,,,,,,1.343,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.423,1.423,,,,,,1.423,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.423,1.423,,,,,,1.423,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.423,1.423,,,,,,1.423,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.443,1.443,,,,,,1.443,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.443,1.443,,,,,,1.443,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.443,1.443,,,,,,1.443,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.443,1.443,,,,,,1.443,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.483,1.483,,,,,,1.483,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.523,1.523,,,,,,1.523,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.523,1.523,,,,,,1.523,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.523,1.523,,,,,,1.523,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.523,1.523,,,,,,1.523,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.543,1.543,,,,,,1.543,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.543,1.543,,,,,,1.543,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.543,1.543,,,,,,1.543,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.543,1.543,,,,,,1.543,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.583,1.583,,,,,,1.583,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.583,1.583,,,,,,1.583,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.583,1.583,,,,,,1.583,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.623,1.623,,,,,,1.623,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.623,1.623,,,,,,1.623,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.623,1.623,,,,,,1.623,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.643,1.643,,,,,,1.643,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.663,1.663,,,,,,1.663,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.663,1.663,,,,,,1.663,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.663,1.663,,,,,,1.663,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.663,1.663,,,,,,1.663,depth model from Repschlaeger et al. 2021,
KNR166-2-31JPC,,,,1.683,1.683,,,,,,1.683,depth model from Repschlaeger et al. 2021,
