Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
V29-202,,0.045,,OS-9109,forams,1430,65,65,430,100,100,913,137,-112,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,0.215,,OS-9105,forams,3000,30,30,430,100,100,2609,141,-67,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,0.315,,OS-9106,forams,3730,40,40,430,100,100,3515,115,-107,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,0.465,,OS-9107,forams,5940,35,35,430,100,100,6245,145,-116,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,0.865,,OS-3159,N. pachyderma,13450,75,75,430,200,200,15371,369,284,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,1.075,,OS-3158,N. pachyderma,17200,85,85,430,200,200,19944,246,296,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,1.415,,OS-3086,N. pachyderma,23800,100,100,430,200,200,27412,188,163,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,1.965,,OS-3090,N. pachyderma,28500,140,140,430,200,200,31610,230,323,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,2.105,,OS-3085,N. pachyderma,31000,250,250,430,200,200,34355,265,285,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,2.255,,OS-3088,N. pachyderma,31000,160,160,430,200,200,34348,232,239,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,2.605,,OS-3089,N. pachyderma,35300,210,210,430,200,200,39171,309,356,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,2.855,,OS-3084,N. pachyderma,38500,290,290,430,200,200,42148,242,248,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
V29-202,,0.71,alignment of %Nps to NGRIP,,,,,,,,,10655,1000,1000,,,,From Waelbroeck et al. 2019 compilation,due to lo resol of %Nps,,
V29-202,,0.821,alignment of %Nps to NGRIP,,,,,,,,,11728,1200,1200,,,,From Waelbroeck et al. 2019 compilation,due to lo resol of %Nps,,
V29-202,,0.89,alignment of %Nps to NGRIP,,,,,,,,,13855,900,900,,,,From Waelbroeck et al. 2019 compilation,due to lo resol of %Nps,,
V29-202,,1.002,alignment of %Nps to NGRIP,,,,,,,,,15044,900,900,,,,From Waelbroeck et al. 2019 compilation,due to lo resol of %Nps,,
V29-202,,1.286,alignment of %Nps to NGRIP,,,,,,,,,23325,300,300,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,1.44,alignment of %Nps to NGRIP,,,,,,,,,27144,420,420,,,,From Waelbroeck et al. 2019 compilation,extrapolated from Wolff-QSR10,,
V29-202,,1.512,alignment of %Nps to NGRIP,,,,,,,,,27745,420,420,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,1.632,alignment of %Nps to NGRIP,,,,,,,,,28851,450,450,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,2.073,alignment of %Nps to NGRIP,,,,,,,,,32459,570,570,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,2.17,alignment of %Nps to NGRIP,,,,,,,,,33719,610,610,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,2.342,alignment of %Nps to NGRIP,,,,,,,,,35442,660,660,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,2.454,alignment of %Nps to NGRIP,,,,,,,,,38201,730,730,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,2.776,alignment of %Nps to NGRIP,,,,,,,,,41536,820,820,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,2.913,alignment of %Nps to NGRIP,,,,,,,,,43315,870,870,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,3.219,alignment of %Nps to NGRIP,,,,,,,,,46805,960,960,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
V29-202,,3.737,alignment of %Nps to NGRIP,,,,,,,,,54132,1150,1150,,,,From Waelbroeck et al. 2019 compilation,Wolff et al., 2010 (Table2),
