Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
KNR31-GPC5,,,,0.0,0.0,,,,,,0.0,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.05,0.05,,,,,,0.05,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.1,0.1,,,,,,0.1,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.14,0.14,,,,,,0.14,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.15,0.15,,,,,,0.15,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.18,0.18,,,,,,0.18,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.22,0.22,,,,,,0.22,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.25,0.25,,,,,,0.25,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.26,0.26,,,,,,0.26,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.3,0.3,,,,,,0.3,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.32,0.32,,,,,,0.32,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.34,0.34,,,,,,0.34,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.35,0.35,,,,,,0.35,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.36,0.36,,,,,,0.36,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.38,0.38,,,,,,0.38,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.4,0.4,,,,,,0.4,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.42,0.42,,,,,,0.42,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.44,0.44,,,,,,0.44,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.46,0.46,,,,,,0.46,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.48,0.48,,,,,,0.48,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.5,0.5,,,,,,0.5,depth model from Repschlaeger et al. 2021,
KNR31-GPC5,,,,0.53,0.53,,,,,,0.53,depth model from Repschlaeger et al. 2021,
