Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SO213-2-84-1,,,,0.04,0.04,,,,,,0.04,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.06,0.06,,,,,,0.06,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.08,0.08,,,,,,0.08,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.1,0.1,,,,,,0.1,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.12,0.12,,,,,,0.12,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.14,0.14,,,,,,0.14,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.16,0.16,,,,,,0.16,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.2,0.2,,,,,,0.2,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.24,0.24,,,,,,0.24,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.28,0.28,,,,,,0.28,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.3,0.3,,,,,,0.3,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.36,0.36,,,,,,0.36,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.4,0.4,,,,,,0.4,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.42,0.42,,,,,,0.42,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.56,0.56,,,,,,0.56,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.6,0.6,,,,,,0.6,depth model from Jonkers et al. 2020,
SO213-2-84-1,,,,0.62,0.62,,,,,,0.62,depth model from Jonkers et al. 2020,
