Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
GIK23419-8,,,,0.1,0.1,,,,,,0.1,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.115,0.115,,,,,,0.115,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.127,0.127,,,,,,0.127,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.135,0.135,,,,,,0.135,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.139,0.139,,,,,,0.139,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.15,0.15,,,,,,0.15,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.165,0.165,,,,,,0.165,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.177,0.177,,,,,,0.177,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.185,0.185,,,,,,0.185,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.189,0.189,,,,,,0.189,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.2,0.2,,,,,,0.2,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.215,0.215,,,,,,0.215,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.227,0.227,,,,,,0.227,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.235,0.235,,,,,,0.235,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.239,0.239,,,,,,0.239,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.245,0.245,,,,,,0.245,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.265,0.265,,,,,,0.265,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.275,0.275,,,,,,0.275,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.285,0.285,,,,,,0.285,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.289,0.289,,,,,,0.289,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.3,0.3,,,,,,0.3,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.315,0.315,,,,,,0.315,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.327,0.327,,,,,,0.327,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.335,0.335,,,,,,0.335,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.339,0.339,,,,,,0.339,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.35,0.35,,,,,,0.35,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.365,0.365,,,,,,0.365,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.377,0.377,,,,,,0.377,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.385,0.385,,,,,,0.385,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.389,0.389,,,,,,0.389,depth model from Repschlaeger et al. 2021,
GIK23419-8,,,,0.4,0.4,,,,,,0.4,depth model from Repschlaeger et al. 2021,
