Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
RAPID-12-1K,,,,0.005,0.005,,,,,,0.005,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.085,0.085,,,,,,0.085,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.165,0.165,,,,,,0.165,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.245,0.245,,,,,,0.245,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.325,0.325,,,,,,0.325,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.405,0.405,,,,,,0.405,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.485,0.485,,,,,,0.485,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.565,0.565,,,,,,0.565,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.645,0.645,,,,,,0.645,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.725,0.725,,,,,,0.725,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.805,0.805,,,,,,0.805,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.885,0.885,,,,,,0.885,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,0.965,0.965,,,,,,0.965,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.045,1.045,,,,,,1.045,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.125,1.125,,,,,,1.125,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.205,1.205,,,,,,1.205,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.285,1.285,,,,,,1.285,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.365,1.365,,,,,,1.365,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.445,1.445,,,,,,1.445,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.525,1.525,,,,,,1.525,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.605,1.605,,,,,,1.605,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.685,1.685,,,,,,1.685,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.765,1.765,,,,,,1.765,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.845,1.845,,,,,,1.845,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,1.925,1.925,,,,,,1.925,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.005,2.005,,,,,,2.005,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.085,2.085,,,,,,2.085,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.165,2.165,,,,,,2.165,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.245,2.245,,,,,,2.245,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.325,2.325,,,,,,2.325,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.405,2.405,,,,,,2.405,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.485,2.485,,,,,,2.485,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.565,2.565,,,,,,2.565,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.645,2.645,,,,,,2.645,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.725,2.725,,,,,,2.725,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.805,2.805,,,,,,2.805,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,2.885,2.885,,,,,,2.885,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,3.125,3.125,,,,,,3.125,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,3.205,3.205,,,,,,3.205,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,3.285,3.285,,,,,,3.285,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,3.475,3.475,,,,,,3.475,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,3.595,3.595,,,,,,3.595,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,3.765,3.765,,,,,,3.765,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,3.805,3.805,,,,,,3.805,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,4.125,4.125,,,,,,4.125,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,4.445,4.445,,,,,,4.445,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,4.605,4.605,,,,,,4.605,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,4.645,4.645,,,,,,4.645,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,4.685,4.685,,,,,,4.685,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,4.725,4.725,,,,,,4.725,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,4.925,4.925,,,,,,4.925,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,5.085,5.085,,,,,,5.085,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,5.405,5.405,,,,,,5.405,depth model from Repschlaeger et al. 2021,
RAPID-12-1K,,,,5.725,5.725,,,,,,5.725,depth model from Repschlaeger et al. 2021,
