Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
PS2498-1,,,,0.06,0.06,,,,,,0.06,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.16,0.16,,,,,,0.16,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.22,0.22,,,,,,0.22,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.22,0.22,,,,,,0.22,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.31,0.31,,,,,,0.31,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.41,0.41,,,,,,0.41,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.51,0.51,,,,,,0.51,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.61,0.61,,,,,,0.61,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.71,0.71,,,,,,0.71,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,0.81,0.81,,,,,,0.81,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.01,1.01,,,,,,1.01,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.11,1.11,,,,,,1.11,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.21,1.21,,,,,,1.21,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.31,1.31,,,,,,1.31,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.41,1.41,,,,,,1.41,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.51,1.51,,,,,,1.51,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.61,1.61,,,,,,1.61,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.71,1.71,,,,,,1.71,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,1.91,1.91,,,,,,1.91,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,2.01,2.01,,,,,,2.01,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,2.11,2.11,,,,,,2.11,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,2.41,2.41,,,,,,2.41,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,2.51,2.51,,,,,,2.51,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,2.61,2.61,,,,,,2.61,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,2.71,2.71,,,,,,2.71,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,2.78,2.78,,,,,,2.78,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,2.91,2.91,,,,,,2.91,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,3.01,3.01,,,,,,3.01,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,3.31,3.31,,,,,,3.31,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,3.41,3.41,,,,,,3.41,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,3.61,3.61,,,,,,3.61,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,3.71,3.71,,,,,,3.71,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,3.81,3.81,,,,,,3.81,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,3.91,3.91,,,,,,3.91,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,4.11,4.11,,,,,,4.11,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,4.31,4.31,,,,,,4.31,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,4.41,4.41,,,,,,4.41,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,4.61,4.61,,,,,,4.61,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,4.71,4.71,,,,,,4.71,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,4.91,4.91,,,,,,4.91,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,5.01,5.01,,,,,,5.01,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,5.11,5.11,,,,,,5.11,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,5.21,5.21,,,,,,5.21,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,5.41,5.41,,,,,,5.41,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,5.51,5.51,,,,,,5.51,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,5.61,5.61,,,,,,5.61,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,5.71,5.71,,,,,,5.71,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,6.11,6.11,,,,,,6.11,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,6.31,6.31,,,,,,6.31,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,6.51,6.51,,,,,,6.51,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,7.01,7.01,,,,,,7.01,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,7.31,7.31,,,,,,7.31,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,7.41,7.41,,,,,,7.41,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,7.51,7.51,,,,,,7.51,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,7.61,7.61,,,,,,7.61,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,7.71,7.71,,,,,,7.71,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,7.81,7.81,,,,,,7.81,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,7.91,7.91,,,,,,7.91,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.01,8.01,,,,,,8.01,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.11,8.11,,,,,,8.11,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.21,8.21,,,,,,8.21,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.31,8.31,,,,,,8.31,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.41,8.41,,,,,,8.41,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.51,8.51,,,,,,8.51,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.71,8.71,,,,,,8.71,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.81,8.81,,,,,,8.81,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,8.91,8.91,,,,,,8.91,depth model from Repschlaeger et al. 2021,
PS2498-1,,,,9.11,9.11,,,,,,9.11,depth model from Repschlaeger et al. 2021,
