Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
OCE205-2-103GGC,,0.105,,OS-10523,G. sacc,920,35,35,440,100,100,501,129,-97,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,0.285,,OS-26154,G. sacc,2970,50,50,440,100,100,2578,162,96,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,0.425,,OS-26155,G. sacc,3850,35,35,440,100,100,3642,178,-152,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,0.615,,OS-26785,G. sacc,5280,45,45,440,100,100,5518,122,-110,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,0.625,,OS-10524,G. sacc,5290,45,45,440,100,100,5527,113,72,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,0.735,,OS-26786,G. sacc,6500,45,45,440,100,100,6854,116,136,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,0.885,,OS-15376,G. sacc,7630,45,45,440,100,100,7954,186,-190,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,0.905,,OS-33629,G. ruber,7890,45,45,440,100,100,8209,131,55,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,0.96,,OS-33630,G. ruber,9260,60,60,440,100,100,9824,286,-253,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,1.0,,OS-33631,G. ruber,9800,60,60,440,100,100,10521,149,146,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,1.005,,OS-26787,G. sacc,9410,50,50,440,100,100,10005,215,113,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,1.06,,OS-33632,G. ruber,10400,55,55,440,100,100,11399,191,-154,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,1.135,,OS-10526,G. sacc,11000,50,50,440,200,200,12307,323,213,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,1.215,,OS-10525,G. sacc,12200,55,55,440,200,200,13489,221,-167,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,1.345,,OS-10527,G. sacc,17100,100,100,440,200,200,19816,254,273,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,1.515,,OS-10528,G. sacc,20200,85,85,440,200,200,23498,272,296,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,1.715,,OS-10529,G. sacc,25900,120,120,440,200,200,29271,249,299,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,2.005,,OS-10530,G. sacc,31500,170,170,440,200,200,34765,255,259,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,2.205,,OS-10645,G. sacc,37400,360,360,440,200,200,41341,399,347,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,2.405,,OS-15377,G. sacc,39600,390,390,440,200,200,42843,287,328,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,2.675,,OS-15378,G. sacc,45700,500,500,440,200,200,48452,688,688,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
OCE205-2-103GGC,,2.705,,OS-10531,G. sacc,39500,480,480,440,200,200,42792,338,392,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,

