Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
MD95-2039,,,,0.02,0.02,,,,,,0.02,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.1,0.1,,,,,,0.1,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.2,0.2,,,,,,0.2,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.3,0.3,,,,,,0.3,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.4,0.4,,,,,,0.4,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.5,0.5,,,,,,0.5,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.6,0.6,,,,,,0.6,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.7,0.7,,,,,,0.7,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.8,0.8,,,,,,0.8,depth model from Jonkers et al. 2020,
MD95-2039,,,,0.9,0.9,,,,,,0.9,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.0,1.0,,,,,,1.0,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.1,1.1,,,,,,1.1,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.2,1.2,,,,,,1.2,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.4,1.4,,,,,,1.4,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.52,1.52,,,,,,1.52,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.6,1.6,,,,,,1.6,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.7,1.7,,,,,,1.7,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.8,1.8,,,,,,1.8,depth model from Jonkers et al. 2020,
MD95-2039,,,,1.9,1.9,,,,,,1.9,depth model from Jonkers et al. 2020,
