Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
MD01-2378,,,,0.06,0.06,,,,,,0.06,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,0.26,0.26,,,,,,0.26,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,0.36,0.36,,,,,,0.36,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,0.46,0.46,,,,,,0.46,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,0.56,0.56,,,,,,0.56,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,0.66,0.66,,,,,,0.66,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,0.76,0.76,,,,,,0.76,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,0.86,0.86,,,,,,0.86,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,0.96,0.96,,,,,,0.96,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.06,1.06,,,,,,1.06,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.16,1.16,,,,,,1.16,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.26,1.26,,,,,,1.26,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.36,1.36,,,,,,1.36,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.46,1.46,,,,,,1.46,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.53,1.53,,,,,,1.53,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.63,1.63,,,,,,1.63,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.73,1.73,,,,,,1.73,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.83,1.83,,,,,,1.83,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,1.93,1.93,,,,,,1.93,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.03,2.03,,,,,,2.03,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.13,2.13,,,,,,2.13,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.23,2.23,,,,,,2.23,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.33,2.33,,,,,,2.33,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.43,2.43,,,,,,2.43,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.53,2.53,,,,,,2.53,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.63,2.63,,,,,,2.63,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.73,2.73,,,,,,2.73,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.83,2.83,,,,,,2.83,depth model from Peterson and Lisiecki 2018,
MD01-2378,,,,2.93,2.93,,,,,,2.93,depth model from Peterson and Lisiecki 2018,
