Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
CH69_K09,,0.005,,,,1150,60,60,420,50.4,50.4,664,124,117,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,0.205,,,,2275,40,40,377,53.1,53.1,1817,172,185,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,0.205,,,,2240,40,40,367,54.1,54.1,1788,193,173,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,0.335,,,,3130,45,45,379,50.9,50.9,2858,194,112,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,0.525,,,,4770,70,70,391,52.3,52.3,5027,264,195,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,0.855,,,,6660,50,50,506,50.7,50.7,7049,201,244,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,1.305,,,,8840,60,60,426,56.2,56.2,9408,134,265,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,1.755,,,,9690,70,70,352,63.5,63.5,10530,526,282,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,2.155,,,,11140,70,70,798,133.8,133.8,12185,499,670,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,2.305,,,,12330,80,80,697,159.9,159.9,13508,485,344,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,2.805,,,,13630,110,110,728,162.8,162.8,15433,625,806,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,3.005,,,,14970,120,120,839,172.1,172.1,17206,648,617,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,3.205,,,,18020,140,140,897,171.8,171.8,20696,630,519,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,3.655,,,,23010,210,210,1042,175.4,175.4,26291,662,475,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,3.705,,,,24810,230,230,877,172.8,172.8,28173,606,524,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,3.905,,,,28010,320,320,971,175,175,31172,595,751,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,4.305,,,,31560,410,410,960,169.2,169.2,35038,915,714,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,4.545,,,,32130,380,380,850,169.6,169.6,35647,749,903,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,4.755,,,,33580,460,460,753,229.3,229.3,37531,1524,1233,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,4.905,,,,34810,560,560,1115,195.5,195.5,38501,1479,1517,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,5.105,,,,39090,550,550,1446,216.1,216.1,42079,529,670,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,5.355,,,,42400,1100,1100,1171,216.5,216.5,44211,1786,1453,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
CH69_K09,,6.185,,,,46900,1900,1900,850,235.9,235.9,49404,5581,3569,IntCal13,,,From Mulitza et al. 2022 ESSD compilation,,,
