Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
CH69_K09,,0.01,,,pachy d    ,1150,60,60,540,100,100,599,61,73,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,0.205,,,pachy d    ,2240,40,40,540,100,100,1604,116,85,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,0.335,,,G.inflata  ,3130,45,45,540,100,100,2628,152,-48,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,0.525,,,bullo      ,4770,70,70,540,100,100,4718,132,150,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,0.855,,,bullo      ,6660,50,50,540,100,100,6932,218,-179,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,1.305,,,G.inflata  ,8840,60,60,540,100,100,9224,176,-121,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,1.755,,,G.inflata  ,9690,70,70,540,100,100,10286,204,-167,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,2.155,,,G.inflata  ,11140,70,70,540,200,200,12351,309,216,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,2.305,,,G.inflata  ,12330,80,80,540,200,200,13522,208,220,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,2.805,,,pachy s    ,13630,110,110,540,200,200,15473,337,322,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,3.005,,,pachy s    ,14970,120,120,540,200,200,17276,324,287,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,3.205,,,bullo      ,18020,140,140,540,200,200,20812,308,327,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,3.655,,,pachy s    ,23010,210,210,540,200,200,26497,303,394,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,3.705,,,pachy s    ,24810,230,230,540,200,200,28115,255,314,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,3.905,,,pachy s    ,28010,320,320,540,200,200,31200,220,265,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,4.305,,,pachy s    ,31560,410,410,540,200,200,34766,394,487,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,4.545,,,pachy d    ,32130,380,380,540,200,200,35301,399,465,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,4.755,,,pachy s    ,33580,460,460,540,200,200,37022,658,754,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,4.905,,,bullo      ,34940,550,550,540,200,200,38704,796,633,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,4.905,,,pachy s    ,34810,560,560,540,200,200,38530,820,725,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,5.105,,,Pachy s    ,39090,810,810,540,200,200,42514,546,630,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,5.355,,,pachy s    ,42400,1100,1100,540,200,200,45222,968,1143,IntCal13  res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
CH69_K09,,2.108,aligning SST to NGRIP temp,,,,,,,,,11648,50,50,,,,From Waelbroeck et al. 2019 compilation,Wolff et al. 2010 (Table2),,
CH69_K09,,2.222,aligning SST+ACU-Nps to NGRIP temp,,,,,,,,,12754,250,250,,,,From Waelbroeck et al. 2019 compilation,Rassmussen et al. 2014 (Table2),,
CH69_K09,,2.768,aligning SST+ACU-Nps to NGRIP temp,,,,,,,,,14630,100,100,,,,From Waelbroeck et al. 2019 compilation,Wolff et al. 2010 (Table2),,
CH69_K09,,3.1,aligning SST+ACU-Nps to NGRIP Ca+//0-,,,,,,,,,17449,206,206,,,,From Waelbroeck et al. 2019 compilation,Missiaen et al. In revision,,
