Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
CH69_K09,,,,0,0,,,,,,0,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.05,0.05,,,,,,0.05,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.1,0.1,,,,,,0.1,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.11,0.11,,,,,,0.11,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.11,0.11,,,,,,0.11,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.2,0.2,,,,,,0.2,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.21,0.21,,,,,,0.21,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.25,0.25,,,,,,0.25,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.25,0.25,,,,,,0.25,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.28,0.28,,,,,,0.28,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.3,0.3,,,,,,0.3,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.32,0.32,,,,,,0.32,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.33,0.33,,,,,,0.33,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.33,0.33,,,,,,0.33,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.37,0.37,,,,,,0.37,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.37,0.37,,,,,,0.37,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.41,0.41,,,,,,0.41,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.44,0.44,,,,,,0.44,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.45,0.45,,,,,,0.45,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.47,0.47,,,,,,0.47,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.5,0.5,,,,,,0.5,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.52,0.52,,,,,,0.52,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.55,0.55,,,,,,0.55,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.55,0.55,,,,,,0.55,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.58,0.58,,,,,,0.58,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.6,0.6,,,,,,0.6,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.63,0.63,,,,,,0.63,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.65,0.65,,,,,,0.65,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.65,0.65,,,,,,0.65,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.68,0.68,,,,,,0.68,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.7,0.7,,,,,,0.7,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.73,0.73,,,,,,0.73,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.75,0.75,,,,,,0.75,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.75,0.75,,,,,,0.75,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.76,0.76,,,,,,0.76,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.83,0.83,,,,,,0.83,depth model from Jonkers et al. 2020 compilation,
CH69_K09,,,,0.85,0.85,,,,,,0.85,depth model from Jonkers et al. 2020 compilation,
