Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
CH69_K09,,0.01,,,pachy d     ,1150,60,60,540,100,100,595,71,67,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,0.205,,,pachy d     ,2240,40,40,540,100,100,1581,124,68,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,0.335,,,G.inflata   ,3130,45,45,540,100,100,2628,151,35,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,0.525,,,bullo       ,4770,70,70,540,100,100,4718,140,148,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,0.855,,,bullo       ,6660,50,50,540,100,100,6927,227,193,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,1.305,,,G.inflata   ,8840,60,60,540,100,100,9221,185,134,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,1.755,,,G.inflata   ,9690,70,70,540,100,100,10285,210,170,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,2.155,,,G.inflata   ,11140,70,70,540,200,200,12348,355,73,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,2.305,,,G.inflata   ,12330,80,80,540,200,200,13557,207,228,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,2.805,,,pachy s     ,13630,110,110,540,200,200,15477,318,324,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,3.005,,,pachy s     ,14970,120,120,540,200,200,17304,392,317,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,3.205,,,bullo       ,18020,140,140,540,200,200,20822,274,339,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,3.655,,,pachy s     ,23010,210,210,540,200,200,26529,388,282,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,3.705,,,pachy s     ,24810,230,230,540,200,200,28233,295,368,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,3.905,,,pachy s     ,28010,320,320,540,200,200,31337,292,275,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,4.305,,,pachy s     ,31560,410,410,540,200,200,35198,386,540,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,4.545,,,pachy d     ,32130,380,380,540,200,200,35753,410,402,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,4.755,,,pachy s     ,33580,460,460,540,200,200,37459,710,883,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,4.905,,,bullo       ,34940,550,550,540,200,200,39258,796,838,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,4.905,,,pachy s     ,34810,560,560,540,200,200,39054,820,872,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,5.105,,,Pachy s     ,39090,810,810,540,200,200,42445,380,405,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,5.355,,,pachy s     ,42400,1100,1100,540,200,200,44593,796,855,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
CH69_K09,,2.108,aligning SST to NGRIP temp,,,,,,,,,11648,50,50,,,,From Waelbroeck et al. 2019 compilation (2022 update),"error estimate: Wolff et al., 2010 (Table2)",,
CH69_K09,,2.222,aligning SST+%Nps to NGRIP temp,,,,,,,,,12754,250,250,,,,From Waelbroeck et al. 2019 compilation (2022 update),error estimate: Rassmussen et al.,,
CH69_K09,,2.7680000000000002,aligning SST+%Nps to NGRIP temp,,,,,,,,,14630,100,100,,,,From Waelbroeck et al. 2019 compilation (2022 update),"error estimate: Wolff et al., 2010 (Table2)",,
CH69_K09,,3.1,aligning SST+%Nps to NGRIP Ca++,,,,,,,,,17449,206,206,,,,From Waelbroeck et al. 2019 compilation (2022 update),"error estimate: Missiaen et al., in revision",,
