Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
CH69_K09,,0.01,594.0,661.0,526.0,729.0,449.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.02,649.0,716.0,582.0,786.0,500.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.03,702.0,774.0,632.0,852.0,550.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.04,754.0,834.0,677.0,929.0,594.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.05,805.0,898.0,721.0,1014.0,637.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.06,855.0,964.0,764.0,1099.0,677.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.07,906.0,1030.0,805.0,1186.0,713.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.08,956.0,1094.0,845.0,1263.0,747.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.09,1006.9999999999999,1153.0,885.0,1332.0,781.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.1,1057.0,1205.0,925.0,1389.0,813.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.11,1105.0,1254.0,966.0,1451.0,845.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.12,1154.0,1299.0,1010.9999999999999,1512.0,882.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.13,1202.0,1343.0,1064.0,1582.0,924.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.14,1251.0,1388.0,1119.0,1657.0,978.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.15,1301.0,1434.0,1177.0,1722.0,1041.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.16,1351.0,1480.0,1234.0,1782.0,1113.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.17,1402.0,1529.0,1288.0,1839.0,1185.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.18,1455.0,1579.0,1340.0,1894.0,1251.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.19,1508.0,1632.0,1390.0,1949.0,1312.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.2,1562.0,1688.0,1438.0,1998.0,1363.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.21,1631.0,1757.0,1508.0,2050.0,1421.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.22,1716.0,1840.0,1597.0,2101.0,1502.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.23,1799.0,1929.0,1678.0,2162.0,1571.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.24,1881.0,2027.0000000000002,1754.0,2242.0,1632.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.25,1962.0,2122.0,1824.0,2327.0,1694.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.26,2040.0,2210.0,1894.0,2404.0,1752.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.27,2117.0,2283.0,1961.0,2477.0,1810.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.28,2191.0,2353.0,2033.9999999999998,2562.0,1878.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.29,2267.0,2423.0,2116.0,2655.0,1956.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.3,2344.0,2497.0,2202.0,2768.0,2056.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.31,2425.0,2572.0,2284.0,2886.0,2171.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.32,2506.0,2650.0,2365.0,2997.0,2262.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.33,2590.0,2735.0,2441.0,3108.0,2337.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.34,2688.0,2836.0,2531.0,3215.0,2415.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.35,2797.0,2950.0,2641.0,3317.0,2507.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.36,2906.0,3071.0,2743.0,3427.0,2589.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.37,3011.0,3204.0,2839.0,3546.0,2664.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.38,3118.0,3336.0,2929.0,3690.0,2734.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.39,3223.0,3470.0,3016.0,3813.0,2803.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.4,3331.0,3605.0,3100.0,3936.0,2875.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.41,3437.0,3731.0,3185.0,4050.0,2944.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.42,3544.0,3844.0,3267.0,4140.0,3013.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.43,3649.0,3940.0,3355.0,4218.0,3086.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.44,3757.0,4032.0,3449.0,4291.0,3158.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.45,3866.0,4118.0,3561.0,4366.0,3238.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.46,3972.0,4207.0,3684.0,4438.0,3325.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.47,4082.0,4298.0,3819.0,4516.0,3412.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.48,4193.0,4393.0,3959.0,4598.0,3512.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.49,4304.0,4489.0,4096.0,4689.0,3604.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.5,4415.0,4590.0,4227.0,4781.0,3682.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.51,4528.0,4696.0,4350.0,4875.0,3742.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.52,4642.0,4809.0,4465.0,4983.0,3805.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.53,4735.0,4896.0,4560.0,5064.0,3875.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.54,4806.0,4967.0,4632.0,5134.0,3947.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.55,4874.0,5038.0,4699.0,5215.0,4013.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.56,4943.0,5113.0,4760.0,5303.0,4078.0000000000005,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.57,5011.0,5187.0,4820.0,5398.0,4162.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.58,5077.0,5263.0,4880.0,5495.0,4234.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.59,5144.0,5341.0,4936.0,5590.0,4302.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.6,5210.0,5420.0,4994.0,5694.0,4371.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.61,5276.0,5502.0,5050.0,5800.0,4446.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.62,5340.0,5582.0,5103.0,5898.0,4528.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.63,5405.0,5665.0,5157.0,5990.0,4610.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.64,5469.0,5745.0,5209.0,6072.0,4687.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.65,5535.0,5825.0,5262.0,6143.0,4784.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.66,5599.0,5900.0,5314.0,6205.0,4858.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.67,5665.0,5967.0,5369.0,6266.0,4939.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.68,5729.0,6034.0,5420.0,6316.0,5020.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.69,5794.0,6092.0,5475.0,6364.0,5100.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.7,5860.0,6150.0,5536.0,6411.0,5176.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.71,5926.0,6205.0,5598.0,6458.0,5236.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.72,5994.0,6258.0,5665.0,6507.0,5306.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.73,6060.0,6313.0,5737.0,6552.0,5376.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.74,6129.0,6369.0,5820.0,6599.0,5443.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.75,6196.0,6424.0,5902.0,6647.0,5510.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.76,6263.0,6479.0,5986.0,6695.0,5577.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.77,6332.0,6536.0,6073.0,6742.0,5648.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.78,6400.0,6595.0,6161.0,6794.0,5719.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.79,6467.0,6654.0,6247.0,6846.0,5789.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.8,6535.0,6714.0,6336.0,6898.0,5864.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.81,6603.0,6776.0,6421.0,6949.0,5915.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.82,6672.0,6839.0,6504.0,7007.0,5960.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.83,6743.0,6908.0,6585.0,7067.0,6003.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.84,6813.0,6980.0,6660.0,7131.0,6048.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.85,6884.0,7055.0,6732.0,7198.0,6094.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.86,6946.0,7118.0,6795.0,7252.0,6136.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.87,6999.0,7166.0,6847.0,7302.0,6183.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
CH69_K09,,0.88,7051.0,7214.0,6895.0,7361.0,6232.0,3,Age model from Waelbroeck et al. (2019) IntCal20,,1
