Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_97.5_percent(y BP),lower_97.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
BOFS29_1K,,0.01,2680,5850,290,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.03,3490,6470,1030,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.05,4150,7120,1850,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.09,5550,8240,3390,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.11,6270,8800,4050,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.15,7870,10120,5590,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.18,9090,11010,6660,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.21,10230,11910,8110,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.25,11610,12990,9790,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.27,12270,13610,10670,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.29,12870,14220,11490,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.31,13440,14790,12170,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.33,13970,15420,12700,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.35,14580,16020,13210,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.37,15170,16710,13890,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.41,16440,18360,15070,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.45,17840,20240,16040,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.47,18490,20840,16530,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.51,19540,22190,17380,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.54,20240,23250,18020,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.57,20980,24110,18630,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.61,22040,25140,19450,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.65,23160,26370,20290,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.69,24320,27630,21200,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.73,25630,29090,22160,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.77,26980,30600,23200,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.81,28410,31880,24190,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.85,29820,33250,25140,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
BOFS29_1K,,0.89,31090,34820,26180,,,4,Age model from Repschlaeger et al. (2021),Automated alignment to Atlantic stacks. Method described in Lee et al. (2019),1
