Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_97.5_percent(y BP),lower_97.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
GIK11944-1,,0.0,3700,5760,580,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.05,4430,6360,1340,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.16,5740,7500,2970,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.25,6810,8360,4530,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.35,8100,9430,6290,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.41,8960,10110,7600,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.43,9280,10370,7980,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.44,9430,10530,8110,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.46,9770,10870,8560,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.47,9940,11030,8750,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.49,10280,11320,9120,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.5,10450,11490,9270,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.51,10620,11680,9500,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.52,10800,11830,9700,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.54,11140,12170,10090,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.55,11310,12340,10200,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.56,11510,12510,10420,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.57,11690,12670,10650,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.58,11870,12860,10830,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.6,12230,13190,11220,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.61,12410,13420,11390,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.63,12770,13750,11800,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.65,13130,14080,12210,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.68,13730,14670,12810,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.69,13930,14830,12990,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.71,14290,15150,13420,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.74,14880,15640,14040,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.75,15060,15840,14180,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.76,15250,16040,14390,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
GIK11944-1,,0.77,15440,16210,14600,,,4,Age model from Repschlaeger et al. (2021),"Automated alignment to Atlantic stacks, method described in Lee et al. (2019)",1
