Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
KNR166-2-26JPC,,,,0.008,0.008,,,,,,0.008,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.083,0.083,,,,,,0.083,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.323,0.323,,,,,,0.323,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.483,0.483,,,,,,0.483,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.563,0.563,,,,,,0.563,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.643,0.643,,,,,,0.643,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.723,0.723,,,,,,0.723,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.803,0.803,,,,,,0.803,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.883,0.883,,,,,,0.883,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,0.963,0.963,,,,,,0.963,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.038,1.038,,,,,,1.038,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.123,1.123,,,,,,1.123,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.203,1.203,,,,,,1.203,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.203,1.203,,,,,,1.203,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.203,1.203,,,,,,1.203,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.283,1.283,,,,,,1.283,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.363,1.363,,,,,,1.363,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.443,1.443,,,,,,1.443,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.523,1.523,,,,,,1.523,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.663,1.663,,,,,,1.663,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.763,1.763,,,,,,1.763,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.843,1.843,,,,,,1.843,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,1.923,1.923,,,,,,1.923,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.083,2.083,,,,,,2.083,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.163,2.163,,,,,,2.163,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.323,2.323,,,,,,2.323,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.403,2.403,,,,,,2.403,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.483,2.483,,,,,,2.483,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.563,2.563,,,,,,2.563,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.643,2.643,,,,,,2.643,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.723,2.723,,,,,,2.723,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.803,2.803,,,,,,2.803,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.883,2.883,,,,,,2.883,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,2.963,2.963,,,,,,2.963,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.043,3.043,,,,,,3.043,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.123,3.123,,,,,,3.123,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.223,3.223,,,,,,3.223,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.223,3.223,,,,,,3.223,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.223,3.223,,,,,,3.223,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.223,3.223,,,,,,3.223,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.243,3.243,,,,,,3.243,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.243,3.243,,,,,,3.243,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.243,3.243,,,,,,3.243,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.243,3.243,,,,,,3.243,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.263,3.263,,,,,,3.263,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.263,3.263,,,,,,3.263,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.263,3.263,,,,,,3.263,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.263,3.263,,,,,,3.263,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.303,3.303,,,,,,3.303,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.303,3.303,,,,,,3.303,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.303,3.303,,,,,,3.303,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.303,3.303,,,,,,3.303,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.323,3.323,,,,,,3.323,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.323,3.323,,,,,,3.323,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.323,3.323,,,,,,3.323,depth model from Repschlaeger et al. 2021,
KNR166-2-26JPC,,,,3.323,3.323,,,,,,3.323,depth model from Repschlaeger et al. 2021,
