Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
RS147-GC07,,0.015,,,,1167.0,73.0,73.0,452.0,50.7,50.7,654.0,241.0,124.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.405,,,,9530.0,120.0,120.0,373.0,125.2,125.2,10338.0,723.0,575.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.445,,,,10100.0,160.0,160.0,668.0,71.3,71.3,10731.0,446.0,466.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.485,,,,11870.0,180.0,180.0,854.0,137.1,137.1,12963.0,439.0,460.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.525,,,,11850.0,170.0,170.0,854.0,137.0,137.0,12947.0,386.0,447.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.575,,,,11900.0,110.0,110.0,877.0,136.4,136.4,12956.0,334.0,240.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.585,,,,11850.0,560.0,560.0,854.0,143.2,143.2,12817.0,1482.0,1574.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.655,,,,13650.0,140.0,140.0,822.0,158.5,158.5,15291.0,682.0,925.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.745,,,,14070.0,140.0,140.0,856.0,159.6,159.6,15875.0,619.0,608.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.815,,,,15360.0,130.0,130.0,981.0,168.8,168.8,17573.0,582.0,524.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.895,,,,16450.0,130.0,130.0,1100.0,160.5,160.5,18600.0,405.0,361.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,0.99,,,,18150.0,180.0,180.0,1046.0,180.2,180.2,20680.0,702.0,624.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,1.085,,,,23300.0,340.0,340.0,1159.0,185.70000000000002,185.70000000000002,26493.0,729.0,658.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
RS147-GC07,,1.185,,,,30700.0,500.0,500.0,1230.0,174.5,174.5,33902.0,1258.0,1600.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
