Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
EW0408-26JC,,,,0.01,0.01,,,,,,0.01,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.01,0.01,,,,,,0.01,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.025,0.025,,,,,,0.025,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.035,0.035,,,,,,0.035,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.045,0.045,,,,,,0.045,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.055,0.055,,,,,,0.055,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.065,0.065,,,,,,0.065,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.075,0.075,,,,,,0.075,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.085,0.085,,,,,,0.085,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.095,0.095,,,,,,0.095,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.1,0.1,,,,,,0.1,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.125,0.125,,,,,,0.125,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.145,0.145,,,,,,0.145,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.165,0.165,,,,,,0.165,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.185,0.185,,,,,,0.185,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.2,0.2,,,,,,0.2,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.225,0.225,,,,,,0.225,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.225,0.225,,,,,,0.225,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.245,0.245,,,,,,0.245,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.245,0.245,,,,,,0.245,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.265,0.265,,,,,,0.265,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.28500000000000003,0.28500000000000003,,,,,,0.28500000000000003,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.29,0.29,,,,,,0.29,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.305,0.305,,,,,,0.305,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.325,0.325,,,,,,0.325,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.355,0.355,,,,,,0.355,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.385,0.385,,,,,,0.385,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.4,0.4,,,,,,0.4,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.465,0.465,,,,,,0.465,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.485,0.485,,,,,,0.485,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.5650000000000001,0.5650000000000001,,,,,,0.5650000000000001,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.785,0.785,,,,,,0.785,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.8150000000000001,0.8150000000000001,,,,,,0.8150000000000001,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.8250000000000001,0.8250000000000001,,,,,,0.8250000000000001,depth model associated with Uvigerina data,
EW0408-26JC,,,,0.895,0.895,,,,,,0.895,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.425,1.425,,,,,,1.425,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.62,1.62,,,,,,1.62,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.655,1.655,,,,,,1.655,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.675,1.675,,,,,,1.675,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.695,1.695,,,,,,1.695,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.705,1.705,,,,,,1.705,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.725,1.725,,,,,,1.725,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.7550000000000001,1.7550000000000001,,,,,,1.7550000000000001,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.7750000000000001,1.7750000000000001,,,,,,1.7750000000000001,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.805,1.805,,,,,,1.805,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.825,1.825,,,,,,1.825,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.855,1.855,,,,,,1.855,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.905,1.905,,,,,,1.905,depth model associated with Uvigerina data,
EW0408-26JC,,,,1.955,1.955,,,,,,1.955,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.0100000000000002,2.0100000000000002,,,,,,2.0100000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.055,2.055,,,,,,2.055,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.105,2.105,,,,,,2.105,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.305,2.305,,,,,,2.305,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.355,2.355,,,,,,2.355,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.4050000000000002,2.4050000000000002,,,,,,2.4050000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.5100000000000002,2.5100000000000002,,,,,,2.5100000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.555,2.555,,,,,,2.555,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.605,2.605,,,,,,2.605,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.6550000000000002,2.6550000000000002,,,,,,2.6550000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.705,2.705,,,,,,2.705,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.755,2.755,,,,,,2.755,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.805,2.805,,,,,,2.805,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.9050000000000002,2.9050000000000002,,,,,,2.9050000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,2.955,2.955,,,,,,2.955,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.0100000000000002,3.0100000000000002,,,,,,3.0100000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.055,3.055,,,,,,3.055,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.105,3.105,,,,,,3.105,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.205,3.205,,,,,,3.205,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.255,3.255,,,,,,3.255,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.305,3.305,,,,,,3.305,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.355,3.355,,,,,,3.355,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.4050000000000002,3.4050000000000002,,,,,,3.4050000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.455,3.455,,,,,,3.455,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.5100000000000002,3.5100000000000002,,,,,,3.5100000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.555,3.555,,,,,,3.555,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.6550000000000002,3.6550000000000002,,,,,,3.6550000000000002,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.705,3.705,,,,,,3.705,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.755,3.755,,,,,,3.755,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.805,3.805,,,,,,3.805,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.855,3.855,,,,,,3.855,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.9250000000000003,3.9250000000000003,,,,,,3.9250000000000003,depth model associated with Uvigerina data,
EW0408-26JC,,,,3.99,3.99,,,,,,3.99,depth model associated with Uvigerina data,
EW0408-26JC,,,,4.005,4.005,,,,,,4.005,depth model associated with Uvigerina data,
EW0408-26JC,,,,4.11,4.11,,,,,,4.11,depth model associated with Uvigerina data,
EW0408-26JC,,,,4.155,4.155,,,,,,4.155,depth model associated with Uvigerina data,
