/* DATA DESCRIPTION:
Citation:	Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): Stable carbon and oxygen isotope ratios of benthic foraminifera from sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58220, 
	In supplement to: Shackleton, NJ et al. (2000): Phase relationships between millennial-scale events 64,000-24,000 years ago. Paleoceanography, 15(6), 565-569, https://doi.org/10.1029/2000PA000513
Project(s):	International Marine Global Change Study (IMAGES)
Coverage:	LATITUDE: 37.799833 * LONGITUDE: -10.166500
	DATE/TIME START: 1995-07-09T00:00:00 * DATE/TIME END: 1995-07-09T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.00 m * MAXIMUM DEPTH, sediment/rock: 29.80 m
Event(s):	MD95-2042 (MD952042) * LATITUDE: 37.799833 * LONGITUDE: -10.166500 * DATE/TIME: 1995-07-09T00:00:00 * ELEVATION: -3146.0 m * Recovery: 40 m * LOCATION: Marge Ibérique * CAMPAIGN: MD101 (IMAGES I) (URI: hdl:10013/epic.37487.d001) * BASIS: Marion Dufresne (1995) (URI: http://www.institut-polaire.fr/ipev/bases_et_navires/le_marion_dufresne) * METHOD/DEVICE: Calypso Corer (CALYPSO) * COMMENT: XXVII Sections, OK; core bent
Comment:	Analysed size fraction >250 µm
Parameter(s):	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Cibicidoides wuellerstorfi, δ18O [‰ PDB] (C. wuellerstorfi δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Cibicidoides wuellerstorfi, δ18O [‰ PDB] (C. wuellerstorfi δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: adjusted for vital effect * COMMENT: adjusted, raw data + 0.64 per mil (Shackleton & Opdyke, 1973, doi:10.1016/0033-5894(73)90052-5)
	Cibicidoides wuellerstorfi, δ13C [‰ PDB] (C. wuellerstorfi δ13C) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Globobulimina affinis, δ18O [‰ PDB] (G. affinis δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Globobulimina affinis, δ18O [‰ PDB] (G. affinis δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: adjusted for vital effect * COMMENT: adjusted, raw data -0.3 per mil (compare Fig. 2)
	Globobulimina affinis, δ13C [‰ PDB] (G. affinis δ13C) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Hoeglundina elegans, δ18O [‰ PDB] (H. elegans δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Hoeglundina elegans, δ18O [‰ PDB] (H. elegans δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: adjusted for vital effect * COMMENT: adjusted
	Hoeglundina elegans, δ13C [‰ PDB] (H. elegans δ13C) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Melonis barleeanus, δ18O [‰ PDB] (M. barleeanus δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Melonis barleeanus, δ18O [‰ PDB] (M. barleeanus δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: adjusted for vital effect * COMMENT: adjusted
	Melonis barleeanus, δ13C [‰ PDB] (M. barleeanus δ13C) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Uvigerina peregrina, δ18O [‰ PDB] (U. peregrina δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Uvigerina peregrina, δ18O [‰ PDB] (U. peregrina δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: adjusted for vital effect * COMMENT: adjusted
	Uvigerina peregrina, δ13C [‰ PDB] (U. peregrina δ13C) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Cibicidoides spp., δ18O [‰ PDB] (Cibicidoides spp. δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
	Cibicidoides spp., δ18O [‰ PDB] (Cibicidoides spp. δ18O) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: adjusted for vital effect * COMMENT: adjusted
	Cibicidoides spp., δ13C [‰ PDB] (Cibicidoides spp. δ13C) * PI: Shackleton, Nicholas J (http://en.wikipedia.org/wiki/Nicholas_Shackleton) * METHOD/DEVICE: Mass spectrometer VG Prism Multiprep
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	2916 data points
*/
Depth [m]	C. wuellerstorfi δ18O [‰ PDB] (Mass spectrometer VG Prism Mu...)	C. wuellerstorfi δ18O [‰ PDB] (adjusted, raw data + 0.64 per...)	C. wuellerstorfi δ13C [‰ PDB] (Mass spectrometer VG Prism Mu...)	G. affinis δ18O [‰ PDB] (Mass spectrometer VG Prism Mu...)	G. affinis δ18O [‰ PDB] (adjusted, raw data -0.3 per m...)	G. affinis δ13C [‰ PDB] (Mass spectrometer VG Prism Mu...)	H. elegans δ18O [‰ PDB] (Mass spectrometer VG Prism Mu...)	H. elegans δ18O [‰ PDB] (adjusted, adjusted for vital ...)	H. elegans δ13C [‰ PDB] (Mass spectrometer VG Prism Mu...)	M. barleeanus δ18O [‰ PDB] (Mass spectrometer VG Prism Mu...)	M. barleeanus δ18O [‰ PDB] (adjusted, adjusted for vital ...)	M. barleeanus δ13C [‰ PDB] (Mass spectrometer VG Prism Mu...)	U. peregrina δ18O [‰ PDB] (Mass spectrometer VG Prism Mu...)	U. peregrina δ18O [‰ PDB] (adjusted, adjusted for vital ...)	U. peregrina δ13C [‰ PDB] (Mass spectrometer VG Prism Mu...)	Cibicidoides spp. δ18O [‰ PDB] (Mass spectrometer VG Prism Mu...)	Cibicidoides spp. δ18O [‰ PDB] (adjusted, adjusted for vital ...)	Cibicidoides spp. δ13C [‰ PDB] (Mass spectrometer VG Prism Mu...)
0.00	2.74	3.38	1.14				4.10	3.50	2.39									
0.00	2.64	3.28	0.70				3.94	3.34	2.20									
0.04	2.78	3.42	1.05															
0.04	2.50	3.14	0.98															
0.20	2.75	3.39	0.99															
0.40	2.63	3.27	0.99															
0.60	2.67	3.31	1.08															
1.00	2.66	3.30	1.06															
1.20	2.52	3.16	1.20															
1.40	2.85	3.49	0.50															
1.60	2.76	3.40	0.70															
1.80	2.58	3.22	0.94															
2.00	2.79	3.43	0.99															
2.20	2.72	3.36	0.75															
2.40	2.55	3.19	0.84															
2.50	2.79	3.43	0.89															
2.60	3.19	3.83	0.93															
2.80	2.99	3.63	0.79															
3.00	2.90	3.54	0.68	3.65	3.35	-2.41												
3.10				3.95	3.65	-1.86												
3.20				4.07	3.77	-1.80												
3.30				4.24	3.94	-1.66												
3.40				4.08	3.78	-1.74												
3.50				4.02	3.72	-1.74												
3.60				4.16	3.86	-1.87												
3.70				4.30	4.00	-2.09												
3.80				4.47	4.17	-2.10												
3.90	3.69	4.33	0.43	4.66	4.36	-1.92												
4.00	3.21	3.85	0.81	4.27	3.97	-2.14												
4.04				4.54	4.24	-2.16												
4.08	3.49	4.13	0.68	4.50	4.20	-2.02												
4.10	3.65	4.29	0.73	4.34	4.04	-2.11												
4.12	3.54	4.18	0.48	4.40	4.10	-2.05												
4.16	3.60	4.24	0.82	4.49	4.19	-2.06												
4.20				4.55	4.25	-2.00												
4.24	3.46	4.10	0.65	4.43	4.13	-2.20												
4.28	3.48	4.12	0.70	4.44	4.14	-2.20												
4.30	3.55	4.19	0.35	4.34	4.04	-2.24												
4.32				4.57	4.27	-2.24												
4.36				4.69	4.39	-2.06												
4.40				4.29	3.99	-2.28												
4.40				4.48	4.18	-2.19												
4.44				4.67	4.37	-2.15												
4.48				4.58	4.28	-2.16												
4.48	3.55	4.19	0.44	4.72	4.42	-2.07												
4.50				4.64	4.34	-2.13												
4.52				4.74	4.44	-2.05												
4.56				4.75	4.45	-2.03												
4.60				4.65	4.35	-2.12												
4.64	3.59	4.23	0.04	4.71	4.41	-2.02												
4.68				4.82	4.52	-2.08												
4.70				4.75	4.45	-1.94												
4.72				4.83	4.53	-1.96												
4.76				4.99	4.69	-1.85												
4.80				5.22	4.92	-1.91												
4.84				5.07	4.77	-1.87												
4.88				4.68	4.38	-1.96												
4.88				4.97	4.67	-1.92												
4.88				4.86	4.56	-1.59												
4.88	3.96	4.60	0.11	5.08	4.78	-1.89	5.01	4.41	1.79									
4.90				4.94	4.64	-2.13												
4.92				5.00	4.70	-2.03												
4.96				5.01	4.71	-1.95												
5.00				5.08	4.78	-1.73												
5.04				5.17	4.87	-1.94												
5.08				5.20	4.90	-1.92												
5.10				5.05	4.75	-2.13												
5.12				5.14	4.84	-1.98												
5.16				5.16	4.86	-1.99												
5.20				5.06	4.76	-2.00												
5.24				5.03	4.73	-1.87												
5.28				5.20	4.90	-1.76												
5.30				5.08	4.78	-1.96												
5.32				5.21	4.91	-1.92												
5.36				5.24	4.94	-1.81												
5.40				5.07	4.77	-1.92												
5.44				5.23	4.93	-1.83												
5.48				5.28	4.98	-1.81												
5.50				5.47	5.17	-1.77												
5.52				5.33	5.03	-1.91												
5.56				5.32	5.02	-2.01												
5.60				5.28	4.98	-1.96												
5.64				5.36	5.06	-1.94												
5.68				5.41	5.11	-1.65												
5.70				5.27	4.97	-2.01							5.14	4.99	-1.01			
5.72				5.43	5.13	-1.98												
5.76				5.43	5.13	-1.78												
5.80				5.45	5.15	-1.87							5.16	5.01	-0.90			
5.84				5.35	5.05	-1.79												
5.88				5.13	4.83	-2.14												
5.90	4.45	5.09	0.23	5.26	4.96	-1.64							5.20	5.05	-1.09			
5.92				5.45	5.15	-1.84												
5.96				5.30	5.00	-1.93												
6.00	4.48	5.12	0.22										5.14	4.99	-1.14			
6.04	4.40	5.04	0.27	5.53	5.23	-1.47												
6.08				5.40	5.10	-1.59												
6.12	4.14	4.78	0.12	5.44	5.14	-1.62												
6.16				5.31	5.01	-1.61												
6.20	4.56	5.20	0.23															
6.24	4.45	5.09	0.27	5.48	5.18	-1.76												
6.28				5.34	5.04	-1.76												
6.32	4.38	5.02	0.23	5.41	5.11	-1.61												
6.36	4.44	5.08	0.23	5.36	5.06	-1.65							5.18	5.03	-0.95			
6.40				5.42	5.12	-1.65												
6.40													5.08	4.93	-1.17			
6.44				5.42	5.12	-1.64												
6.48				5.42	5.12	-1.66												
6.52				5.32	5.02	-1.51												
6.56				5.34	5.04	-1.52												
6.60													5.00	4.85	-1.04			
6.64				5.42	5.12	-1.56												
6.68				5.44	5.14	-1.74												
6.72				5.27	4.97	-1.81												
6.76				5.35	5.05	-1.82												
6.81													5.04	4.89	-1.17			
6.84				5.43	5.13	-1.74												
6.88				5.32	5.02	-1.84												
6.92				5.35	5.05	-1.59												
6.96				5.30	5.00	-1.67												
7.00	4.27	4.91	0.12										5.19	5.04	-0.94			
7.04				5.07	4.77	-1.71												
7.04				5.47	5.17	-1.77							5.32	5.17	-1.15			
7.08	4.28	4.92	0.17	5.41	5.11	-1.69												
7.12	4.28	4.92	0.17	5.29	4.99	-1.77												
7.16				5.37	5.07	-1.83							5.10	4.95	-0.99			
7.20													5.15	5.00	-1.04			
7.24				5.41	5.11	-1.70												
7.28				5.25	4.95	-1.67												
7.32				5.26	4.96	-1.70												
7.36				5.29	4.99	-1.87												
7.40													5.01	4.86	-1.10			
7.44				5.26	4.96	-1.78												
7.48				5.16	4.86	-1.74							5.26	5.11	-1.10			
7.52				5.27	4.97	-1.74												
7.56				5.30	5.00	-1.83												
7.60													4.83	4.68	-1.36			
7.64				5.28	4.98	-1.94												
7.68				4.89	4.59	-1.42												
7.72				5.25	4.95	-1.79												
7.76				5.19	4.89	-1.80												
7.84				5.26	4.96	-1.89												
7.88				5.25	4.95	-1.81												
7.90													4.85	4.70	-0.65			
7.92				5.16	4.86	-1.89												
7.96				5.21	4.91	-1.99												
8.04				4.90	4.60	-2.07												
8.08				5.14	4.84	-2.01												
8.10	4.46	5.10	0.16															
8.12				5.07	4.77	-1.85												
8.16				5.09	4.79	-1.93												
8.20	4.09	4.73	-0.06															
8.24				5.02	4.72	-1.97												
8.24				5.11	4.81	-1.78												
8.24				5.08	4.78	-2.00												
8.24				5.07	4.77	-2.05												
8.28	4.31	4.95	0.08	5.13	4.83	-2.04												
8.32	3.89	4.53	0.01	5.13	4.83	-2.08												
8.36				5.01	4.71	-1.91												
8.44				5.07	4.77	-2.11												
8.48				5.23	4.93	-2.10												
8.52				5.25	4.95	-1.92												
8.56				5.09	4.79	-1.85												
8.60	4.44	5.08	0.38															
8.64				5.22	4.92	-1.87												
8.68				5.23	4.93	-1.97												
8.72				5.23	4.93	-1.95												
8.76				5.13	4.83	-1.91												
8.84				5.30	5.00	-1.89												
8.88				5.07	4.77	-1.77												
8.92	4.13	4.77	0.16	5.16	4.86	-2.09												
8.96				5.12	4.82	-1.87												
9.00	4.27	4.91	-0.22															
9.04				5.28	4.98	-1.77												
9.08				5.15	4.85	-1.94												
9.12				5.17	4.87	-1.83												
