Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
NA87-22,,0.01,,A 96283,G. bulloides,935,45,45,430,100,100,519,127,65,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,0.01,,A 96281,N. incompta,730,50,50,430,100,100,332,161,54,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,0.205,,A 96284,N. incompta,1280,50,50,430,100,100,777,126,90,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,0.505,,A 96285,N. incompta,2570,50,50,430,100,100,2106,199,123,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,0.805,,A 96286,N. incompta,3230,50,50,430,100,100,2915,137,135,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,0.955,,92002,N. incompta,3520,90,90,430,100,100,3252,191,175,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,1.505,,A 96289,G. bulloides,6290,70,70,430,100,100,6610,132,128,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,1.805,,A 96290,G. bulloides,7630,70,70,430,100,100,7959,203,180,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,2.005,,92010,G. bulloides,8280,110,110,430,100,100,8626,227,212,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,2.005,,92173,N. incompta,8300,90,90,430,100,100,8644,208,195,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,2.255,,A 96291,G. bulloides,8790,80,80,430,100,100,9282,174,87,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,2.505,,92011,G. bulloides,10010,90,90,430,100,100,10867,233,183,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,2.705,,92017,G. bulloides,10870,140,140,430,200,200,12150,457,387,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,2.855,,92003,N. pachyderma s.,11320,90,90,430,200,200,12744,309,284,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,3.055,,92012,G. bulloides,11690,120,120,430,200,200,13059,226,225,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,3.155,,92186,G. bulloides,12920,120,120,430,200,200,14520,361,422,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,3.255,,92014,G. bulloides,12380,120,120,430,200,200,13733,285,177,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,3.455,,92174,N. pachyderma s.,14580,130,130,430,200,200,16917,353,259,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,3.555,,92004,N. pachyderma s.,15660,120,120,430,200,200,18301,345,203,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,3.705,,92175,N. pachyderma s.,15800,140,140,430,200,200,18457,232,228,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,3.805,,92052,N. pachyderma s.,16700,140,140,430,200,200,19354,234,336,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,4.005,,92006,N. pachyderma s.,17590,140,140,430,200,200,20438,333,268,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,4.205,,92176,N. pachyderma s.,18110,180,180,430,200,200,21113,319,440,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,4.405,,92005,N. pachyderma s.,19310,270,270,430,200,200,22585,356,308,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,4.555,,92183,N. pachyderma s.,20160,230,230,430,200,200,23457,318,323,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,4.855,,92184,N. pachyderma s.,20770,210,210,430,200,200,24170,322,352,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,4.955,,92185,N. pachyderma s.,21420,230,230,430,200,200,24952,391,441,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,5.105,,92008,N. pachyderma s.,23780,270,270,430,200,200,27391,323,225,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,5.205,,92187,G. bulloides,24730,310,310,430,200,200,28273,339,418,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,5.205,,92178,N. pachyderma s.,23620,300,300,430,200,200,27225,454,276,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,5.305,,92015,G. bulloides,26350,330,330,430,200,200,29935,351,468,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,5.605,,92009,N. pachyderma s.,28680,440,440,430,200,200,32198,685,644,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,5.855,,92016,G. bulloides,30400,520,520,430,200,200,34231,570,620,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
NA87-22,,5.955,,92188,G. bulloides,31640,640,640,430,200,200,35437,594,708,IntCal20 + res age temporal component,,,From Waelbroeck et al. 2019 compilation (2022 update),,,
