Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
ME0005-24JC,,,,0.42,0.42,,,,,,0.42,depth model associated with Uvigerina data,
ME0005-24JC,,,,0.52,0.52,,,,,,0.52,depth model associated with Uvigerina data,
ME0005-24JC,,,,0.62,0.62,,,,,,0.62,depth model associated with Uvigerina data,
ME0005-24JC,,,,0.72,0.72,,,,,,0.72,depth model associated with Uvigerina data,
ME0005-24JC,,,,0.82,0.82,,,,,,0.82,depth model associated with Uvigerina data,
ME0005-24JC,,,,0.92,0.92,,,,,,0.92,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.02,1.02,,,,,,1.02,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.12,1.12,,,,,,1.12,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.22,1.22,,,,,,1.22,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.32,1.32,,,,,,1.32,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.42,1.42,,,,,,1.42,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.52,1.52,,,,,,1.52,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.62,1.62,,,,,,1.62,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.72,1.72,,,,,,1.72,depth model associated with Uvigerina data,
ME0005-24JC,,,,1.82,1.82,,,,,,1.82,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.02,2.02,,,,,,2.02,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.12,2.12,,,,,,2.12,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.22,2.22,,,,,,2.22,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.32,2.32,,,,,,2.32,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.42,2.42,,,,,,2.42,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.52,2.52,,,,,,2.52,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.62,2.62,,,,,,2.62,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.82,2.82,,,,,,2.82,depth model associated with Uvigerina data,
ME0005-24JC,,,,2.92,2.92,,,,,,2.92,depth model associated with Uvigerina data,
ME0005-24JC,,,,3.02,3.02,,,,,,3.02,depth model associated with Uvigerina data,
ME0005-24JC,,,,3.41,3.41,,,,,,3.41,depth model associated with Uvigerina data,
ME0005-24JC,,,,3.51,3.51,,,,,,3.51,depth model associated with Uvigerina data,
ME0005-24JC,,,,3.62,3.62,,,,,,3.62,depth model associated with Uvigerina data,
ME0005-24JC,,,,3.72,3.72,,,,,,3.72,depth model associated with Uvigerina data,
ME0005-24JC,,,,3.82,3.82,,,,,,3.82,depth model associated with Uvigerina data,
ME0005-24JC,,,,3.92,3.92,,,,,,3.92,depth model associated with Uvigerina data,
ME0005-24JC,,,,4.12,4.12,,,,,,4.12,depth model associated with Uvigerina data,
ME0005-24JC,,,,4.22,4.22,,,,,,4.22,depth model associated with Uvigerina data,
ME0005-24JC,,,,4.32,4.32,,,,,,4.32,depth model associated with Uvigerina data,
ME0005-24JC,,,,4.42,4.42,,,,,,4.42,depth model associated with Uvigerina data,
ME0005-24JC,,,,4.52,4.52,,,,,,4.52,depth model associated with Uvigerina data,
ME0005-24JC,,,,4.62,4.62,,,,,,4.62,depth model associated with Uvigerina data,
