Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
PS75-059-2,,,,0.025,0.025,,,,,,0.025,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.075,0.075,,,,,,0.075,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.125,0.125,,,,,,0.125,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.175,0.175,,,,,,0.175,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.225,0.225,,,,,,0.225,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.275,0.275,,,,,,0.275,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.325,0.325,,,,,,0.325,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.375,0.375,,,,,,0.375,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.425,0.425,,,,,,0.425,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.475,0.475,,,,,,0.475,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.525,0.525,,,,,,0.525,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.575,0.575,,,,,,0.575,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.625,0.625,,,,,,0.625,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.675,0.675,,,,,,0.675,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.725,0.725,,,,,,0.725,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.775,0.775,,,,,,0.775,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.825,0.825,,,,,,0.825,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.875,0.875,,,,,,0.875,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.925,0.925,,,,,,0.925,depth model from Jonkers et al. 2020,
PS75-059-2,,,,0.975,0.975,,,,,,0.975,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.025,1.025,,,,,,1.025,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.075,1.075,,,,,,1.075,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.125,1.125,,,,,,1.125,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.175,1.175,,,,,,1.175,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.225,1.225,,,,,,1.225,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.275,1.275,,,,,,1.275,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.325,1.325,,,,,,1.325,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.375,1.375,,,,,,1.375,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.425,1.425,,,,,,1.425,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.475,1.475,,,,,,1.475,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.525,1.525,,,,,,1.525,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.575,1.575,,,,,,1.575,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.625,1.625,,,,,,1.625,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.675,1.675,,,,,,1.675,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.725,1.725,,,,,,1.725,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.775,1.775,,,,,,1.775,depth model from Jonkers et al. 2020,
PS75-059-2,,,,1.825,1.825,,,,,,1.825,depth model from Jonkers et al. 2020,
