Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
SK129-CR2,SUERC-13140,0.025,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,3727,35,35,459,51,51,3503,51,51,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13141,0.12,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,6039,35,35,524,50,50,6310,29,29,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13142,0.18,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,9170,35,35,409,51,51,9761,92,92,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,NaN,0.2,NaN,"Godwin Laboratory for Palaeoclimate Research, Cambridge",mean value used for age model GMM 2019,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13143,0.22,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,9038,35,35,408,53,53,9566,30,30,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13144,0.26,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,11896,38,38,567,36,36,13166,77,77,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13147,0.3,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,13048,39,39,541,40,40,14787,310,310,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13148,0.36,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,14341,43,43,661,44,44,16492,181,181,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13149,0.4,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,14117,42,42,646,46,46,16209,149,149,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13150,0.44,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,14909,44,44,753,45,45,17239,152,152,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13665,0.52,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,17841,61,61,754,49,49,20606,136,136,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,ANU-5020   ,0.58,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. menardii,21580,80,80,934,54,54,24866,299,299,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13669,0.64,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. sacculifer,22409,94,94,974,64,64,25763,134,134,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,
SK129-CR2,SUERC-13671,0.78,AMS,"Godwin Laboratory for Palaeoclimate Research, Cambridge",G. ruber,28849,189,189,698,64,64,31903,359,359,,,,Res. Age Info from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,

